time(ps),viscosity(Pa.s)
0.0,0.00032037473040221723
0.2,0.0012337884368766453
0.4,0.0011567032195551428
0.6,0.0011216798061948281
0.8,0.002980819464195176
1.0,0.0023757467397421844
1.2,0.001338550454947617
1.4000000000000001,0.0012218755247415535
1.6,0.0011897712464300604
1.8,0.0010455257805306096
2.0,0.0012419074672305628
2.2,0.0012914991797364423
2.4,0.0014629240275010858
2.6,0.0016207807957191768
2.8000000000000003,0.0017977097572873183
3.0,0.0018381349665297663
3.2,0.0015293049269344188
3.4,0.0014382747183789612
3.6,0.0010738424322704143
3.8000000000000003,0.0011347581407430626
4.0,0.0011905051176216866
4.2,0.0012264049238162344
4.4,0.001227781500699023
4.6000000000000005,0.001586850805910481
4.8,0.001874357780660687
5.0,0.002034486551363184
5.2,0.002042778647044595
5.4,0.00181054317410709
5.6000000000000005,0.0014713325741196504
5.8,0.0014263026879194158
6.0,0.0013121444709786412
6.2,0.0011757669379068413
6.4,0.0010562675690209452
6.6000000000000005,0.001078423730264291
6.8,0.0012446595115333913
7.0,0.0013659850344359507
7.2,0.0013483424546240179
7.4,0.001377410442800937
7.6000000000000005,0.001313130326744436
7.8,0.001328431032444775
8.0,0.0012081773881621285
8.2,0.001170040660094985
8.4,0.0012777347656456504
8.6,0.0013297922133815132
8.8,0.0012241921815266841
9.0,0.0012288150477799637
9.200000000000001,0.0012149039097717957
9.4,0.0011941272432819993
9.6,0.001135798923730083
9.8,0.0009274428777837522
10.0,0.0008094098360630717
10.200000000000001,0.00082720351953709
10.4,0.000984848971311666
10.6,0.0010907694354242072
10.8,0.0010546275776903782
11.0,0.001066456285431146
11.200000000000001,0.0011817980781699726
11.4,0.0011462181905627542
11.6,0.001180615380561072
11.8,0.0012684453982759196
12.0,0.0012798160347966907
12.200000000000001,0.0013771340589259727
12.4,0.0013222330331348418
12.6,0.0013524593978898928
12.8,0.0012693673307353356
13.0,0.0012811677353273016
13.200000000000001,0.001258980712215096
13.4,0.0012307638903964455
13.6,0.00122269997615704
13.8,0.0012233050285548248
14.0,0.0011940595120477637
14.200000000000001,0.0011660864042009973
14.4,0.0010989372717431288
