time(ns),mean_visc,std_visc
0.014199999999999999,0.0005424284413012105,4.5060078541329574e-05
0.0144,0.0005438062549271685,4.5560466184219914e-05
0.0146,0.000545387272572021,4.556383203550348e-05
0.0148,0.0005461411997219552,4.595059792897468e-05
0.015,0.000546215426108921,4.6290274956636336e-05
0.0152,0.0005468305303482579,4.628070119428941e-05
0.0154,0.0005473948423218104,4.659884421355923e-05
0.0156,0.0005478919909854079,4.7436619913070385e-05
0.0158,0.000549380054496713,4.7847267755883686e-05
0.016,0.0005506148322260868,4.831441371422981e-05
0.0162,0.0005509566044633973,4.851285759886136e-05
0.016399999999999998,0.0005516708112630394,4.827889710147338e-05
0.0166,0.0005523917401911946,4.84602476880432e-05
0.016800000000000002,0.000552611723446429,4.926219479469691e-05
0.017,0.0005533919224333447,4.9842936971318e-05
0.0172,0.0005543211263417579,5.003398363098207e-05
0.017400000000000002,0.0005550725870818736,5.001382738394868e-05
0.0176,0.0005555166769536263,4.993369276851415e-05
0.0178,0.0005564081652652972,4.9922484832334023e-05
0.018,0.0005571786575667762,5.024945237743767e-05
0.0182,0.0005577437168918973,5.103521734564272e-05
0.0184,0.0005583727529785868,5.126833123708054e-05
0.018600000000000002,0.0005594015814147632,5.0612942780205584e-05
0.0188,0.0005598538293000474,5.071683035002981e-05
0.019,0.0005605888419094235,5.145634727065774e-05
0.0192,0.0005613115869245527,5.1646756041802365e-05
0.019399999999999997,0.0005616187541804999,5.1930776686060274e-05
0.019600000000000003,0.0005618786449795606,5.2265854594877444e-05
0.0198,0.0005626189673690158,5.198184088804739e-05
0.02,0.000563081331847487,5.211833822008407e-05
0.0202,0.0005637100415722317,5.270147271178118e-05
0.020399999999999998,0.0005644499744704368,5.34257324943175e-05
0.0206,0.0005648611063750766,5.3215160018573144e-05
0.0208,0.0005652761440224027,5.27058933687701e-05
0.021,0.000565964172174316,5.2581858186321564e-05
0.0212,0.0005663723430630237,5.27819748047211e-05
0.0214,0.0005666973604134841,5.3044547901239944e-05
0.0216,0.0005670190198250551,5.327082874464496e-05
0.0218,0.0005674044493876946,5.3492085124309716e-05
0.022,0.0005678518081205024,5.3441737483968214e-05
0.0222,0.0005683257559756026,5.366609924004824e-05
0.0224,0.0005691196096130709,5.3663731374057634e-05
0.022600000000000002,0.000569611156455058,5.369935519768333e-05
0.0228,0.0005695929116089367,5.427303527147304e-05
0.023,0.0005700867901384448,5.454093903354987e-05
0.0232,0.0005708171059366552,5.4149931320620266e-05
0.023399999999999997,0.0005711230967356947,5.364014541885422e-05
0.023600000000000003,0.0005716233277811552,5.343047786149977e-05
0.0238,0.0005724882109731421,5.374496028078854e-05
0.024,0.0005727689600903895,5.4049152170740605e-05
0.0242,0.0005730313890601552,5.413261073447106e-05
0.024399999999999998,0.0005731731207187237,5.4403873060570454e-05
0.0246,0.0005732017360527212,5.4287608376352114e-05
0.0248,0.0005735829061192762,5.404376130344177e-05
0.025,0.0005738117131683342,5.3892927281260625e-05
0.0252,0.0005740514733780156,5.412590621484792e-05
0.0254,0.0005746275642223763,5.39469112778967e-05
0.0256,0.0005749342242732975,5.417014418555913e-05
0.0258,0.0005750370058069263,5.447036516391458e-05
0.026,0.0005759155443439501,5.426190711769891e-05
0.026199999999999998,0.0005762234359641211,5.467284038872546e-05
0.0264,0.0005766038991648289,5.50363875985322e-05
0.026600000000000002,0.0005770049306772184,5.5475977332894966e-05
0.0268,0.0005772120589319632,5.5635969437986286e-05
0.027,0.0005772912773082895,5.571486445581013e-05
0.0272,0.0005771866449259474,5.586250503196433e-05
0.027399999999999997,0.0005771995265864053,5.618123568307281e-05
0.027600000000000003,0.0005773618617225684,5.6434670485899523e-05
0.027800000000000002,0.0005780101490618948,5.6929874958706734e-05
0.028,0.0005783563258177156,5.719375560536482e-05
0.0282,0.0005782859962975866,5.734296073650184e-05
0.028399999999999998,0.0005784187388695865,5.739505989048321e-05
0.0286,0.0005785735755835395,5.776127626487961e-05
0.0288,0.0005790759128596709,5.7846223314802714e-05
0.029,0.0005799675075078552,5.787093156733709e-05
0.0292,0.000580169461183963,5.8286278467958826e-05
0.0294,0.0005797485236948475,5.843550874407062e-05
0.0296,0.0005797034479066946,5.795481070443722e-05
0.0298,0.0005798945260852262,5.815591733463992e-05
0.03,0.0005801330218536106,5.849327062220255e-05
0.030199999999999998,0.0005808235168933449,5.8220541065587226e-05
0.0304,0.0005813647484332841,5.892819443542387e-05
0.030600000000000002,0.000581312872428729,5.954938426729517e-05
0.0308,0.0005811306642081789,5.937959822881915e-05
0.031,0.0005812978288261237,5.9216815353564894e-05
0.0312,0.0005816210076414317,5.9521640702685915e-05
0.0314,0.0005816184854385655,5.9410202728741965e-05
0.0316,0.0005818964326795264,5.927263503137466e-05
0.0318,0.0005825538128673132,5.9400471267317915e-05
0.032,0.0005823143279067551,5.991268918886678e-05
0.0322,0.0005817942439824423,6.004931605392328e-05
0.0324,0.0005820524336093025,6.028682396864876e-05
0.032600000000000004,0.0005826908068608051,6.097408440161983e-05
0.032799999999999996,0.0005829656158413343,6.113986532214402e-05
0.033,0.0005833633918763946,6.1010487385904625e-05
0.0332,0.0005838734678067895,6.152936055413494e-05
0.0334,0.0005835930912082603,6.147575803554142e-05
0.033600000000000005,0.0005831319042509603,6.111019177835856e-05
0.0338,0.0005834699390094974,6.172122260946584e-05
0.034,0.0005834171306780844,6.250477851581549e-05
0.0342,0.0005833096149876526,6.286733877726601e-05
0.0344,0.0005841251151131682,6.314082915341063e-05
0.0346,0.0005843466174893289,6.358719974319003e-05
0.034800000000000005,0.0005841015046572501,6.332911156855148e-05
0.035,0.0005842419009703945,6.275951500821268e-05
0.0352,0.0005848199852895869,6.316999564641898e-05
0.0354,0.0005852578612340053,6.346757193641455e-05
0.0356,0.0005855373535668422,6.363590611297337e-05
0.035800000000000005,0.0005858080299416735,6.386832205335438e-05
0.036,0.0005859467467580764,6.416960462699404e-05
0.0362,0.0005860219614566973,6.372841777380124e-05
0.0364,0.0005865414703311633,6.35676810329924e-05
0.0366,0.0005870175583073894,6.405747221048533e-05
0.0368,0.0005877889248043236,6.398917859938447e-05
0.037,0.0005882200423906552,6.35412367875479e-05
0.037200000000000004,0.0005884392378807844,6.390572771020876e-05
0.037399999999999996,0.0005884156708182106,6.373397672305856e-05
0.0376,0.0005882670611490001,6.338968536916996e-05
0.0378,0.0005882061234752106,6.413472344869752e-05
0.038,0.0005888906038448815,6.435262518431358e-05
0.038200000000000005,0.0005891418578866343,6.401065216429988e-05
0.0384,0.0005888428745556501,6.442329138075202e-05
0.0386,0.0005890849579641841,6.465599849080731e-05
0.038799999999999994,0.0005894915246016263,6.446923621638454e-05
0.039,0.0005890237961577869,6.433331662149569e-05
0.039200000000000006,0.0005890793767015763,6.440138532807288e-05
0.0394,0.0005893663519492552,6.401279015791341e-05
0.0396,0.0005894819989071632,6.40913126472658e-05
0.039799999999999995,0.0005895592161136078,6.404184782581143e-05
0.04,0.0005896534341660577,6.386389854465712e-05
0.0402,0.0005897065052655895,6.358386934082635e-05
0.0404,0.0005897916617787054,6.361076294246585e-05
0.040600000000000004,0.0005898338498048709,6.321732077509173e-05
0.040799999999999996,0.0005901163947585501,6.326146024179227e-05
0.041,0.0005907666077935659,6.3345225314619e-05
0.0412,0.000591021375781471,6.366961060151692e-05
0.0414,0.0005912217071724211,6.408398302559273e-05
0.0416,0.0005916226960688975,6.425025924167797e-05
0.0418,0.0005915945362660473,6.405365412990873e-05
0.042,0.0005914891905151079,6.366744119692653e-05
0.0422,0.0005918037343984421,6.393098243652962e-05
0.0424,0.0005918223937760762,6.417714674419002e-05
0.0426,0.0005917202036571341,6.41234872721447e-05
0.0428,0.0005922654874954894,6.401697074075843e-05
0.043,0.0005924767537973289,6.378337358365932e-05
0.0432,0.0005924699481591394,6.37920346174507e-05
0.0434,0.0005926436045567132,6.385997601718741e-05
0.0436,0.0005931326671316921,6.411242897130131e-05
0.0438,0.0005933778769278237,6.454425894653018e-05
0.044,0.0005928883559854158,6.465628794973414e-05
0.0442,0.0005930666907225237,6.455959633588455e-05
0.0444,0.0005932780047135709,6.448432153611809e-05
0.0446,0.0005924938006880105,6.427302815079377e-05
0.0448,0.0005925963129334973,6.436204808287062e-05
0.045,0.000593085214324629,6.463302405234576e-05
0.045200000000000004,0.0005928454195417184,6.436729046796008e-05
0.045399999999999996,0.0005925341631042158,6.393482402768212e-05
0.0456,0.0005926945713554763,6.35727152297695e-05
0.0458,0.0005928490927326104,6.328631907383767e-05
0.046,0.0005931062594600605,6.37403120552307e-05
0.046200000000000005,0.0005935416034830316,6.36282039288743e-05
0.0464,0.0005936189207046001,6.360725998843829e-05
0.0466,0.0005930089557126052,6.364611375605291e-05
0.046799999999999994,0.0005929215746978631,6.364342802919611e-05
0.047,0.000593071514200292,6.33418565511292e-05
0.047200000000000006,0.0005932482762242001,6.391492279108363e-05
0.0474,0.0005935138021489608,6.438147210001092e-05
0.0476,0.0005936997369327579,6.390536879715672e-05
0.047799999999999995,0.0005931223847667657,6.395551597107365e-05
0.048,0.0005928435691480027,6.478880532472622e-05
0.0482,0.0005928039895973474,6.53183864901241e-05
0.0484,0.0005930013781985841,6.500090167221601e-05
0.048600000000000004,0.0005932656304597922,6.521033531612786e-05
0.048799999999999996,0.0005934466882050499,6.513353730994602e-05
0.049,0.0005938464329394765,6.540398894372281e-05
0.0492,0.000593577556592229,6.593762167471156e-05
0.0494,0.0005931970865625895,6.629560293124568e-05
0.0496,0.0005932860664543448,6.654718413327515e-05
0.0498,0.0005936242617098264,6.65632434943128e-05
0.05,0.0005936988689501817,6.669988155012698e-05
0.0502,0.000593734020983637,6.728109909880427e-05
0.0504,0.0005933479199233712,6.772640474544665e-05
0.0506,0.0005928819678433342,6.846841660447863e-05
0.0508,0.0005926447770927738,6.919462623365808e-05
0.051,0.0005927506520439974,6.877248095666444e-05
0.0512,0.0005925589494756237,6.854945768844443e-05
0.0514,0.0005922155685491341,6.86454584125785e-05
0.0516,0.0005918620671076448,6.849460259669682e-05
0.0518,0.0005921172916693343,6.899289812180823e-05
0.052,0.0005921000439613238,6.979658557965052e-05
0.0522,0.0005919185155652789,6.973360567484599e-05
0.052399999999999995,0.0005919696305594077,6.968150836122894e-05
0.0526,0.0005918170906530897,7.042669800704328e-05
0.0528,0.0005912544928368237,7.056539952297987e-05
0.053,0.000591163290155779,7.060989955896734e-05
0.053200000000000004,0.0005914780022915712,7.130212200410037e-05
0.053399999999999996,0.0005916557612653525,7.186738714346451e-05
0.0536,0.000591075640839958,7.199942800523325e-05
0.0538,0.0005911377697041737,7.225143742201094e-05
0.054,0.0005913417519061081,7.226064492858492e-05
0.054200000000000005,0.0005908494641817552,7.144598357769952e-05
0.0544,0.000590864188739879,7.107196714790866e-05
0.0546,0.0005914092691877131,7.148932926360533e-05
0.054799999999999995,0.00059158397887375,7.164794223824339e-05
0.055,0.0005914123389171553,7.144556932821617e-05
0.055200000000000006,0.0005918883918957528,7.135845756546421e-05
0.0554,0.0005921457730763448,7.133310655181783e-05
0.055600000000000004,0.0005920716155567183,7.14125344470689e-05
0.055799999999999995,0.0005923425765951868,7.151592458834082e-05
0.056,0.0005927558011751578,7.163299122315706e-05
0.0562,0.0005924214492999395,7.223056369466823e-05
0.0564,0.0005924221534089235,7.243943247280509e-05
0.056600000000000004,0.00059244920701045,7.280486817769418e-05
0.056799999999999996,0.0005923204090977447,7.276761842221998e-05
0.057,0.0005923440884042658,7.209689098755906e-05
0.0572,0.0005924634956640894,7.235738828100034e-05
0.0574,0.0005923210318122342,7.314612193927848e-05
0.0576,0.0005916975646030421,7.362122213111384e-05
0.0578,0.0005915954155958183,7.390709978837955e-05
0.058,0.0005917224147216315,7.411975497379035e-05
0.0582,0.0005918878677275264,7.379694305370615e-05
0.0584,0.0005918843331788816,7.328324464427054e-05
0.0586,0.0005918692819053473,7.323936939190633e-05
0.0588,0.0005917274602657974,7.362319748301826e-05
0.059,0.0005917629055454159,7.360111551571513e-05
0.0592,0.000591853889546208,7.34505442138258e-05
0.0594,0.0005921986566191237,7.363794871008098e-05
0.0596,0.0005927162651176265,7.311307261070592e-05
0.0598,0.0005926385798173869,7.30538415568726e-05
0.06,0.000592349015615321,7.344382326942477e-05
0.060200000000000004,0.000592416470612508,7.33236771564806e-05
0.060399999999999995,0.0005925135311779659,7.334392968802186e-05
0.0606,0.0005924885598095869,7.36122942236477e-05
0.0608,0.0005927604115429553,7.356922098080634e-05
0.061,0.0005933429778419107,7.333352600530713e-05
0.061200000000000004,0.0005928764173720395,7.362606760455092e-05
0.061399999999999996,0.0005920029356497582,7.317239572031537e-05
0.0616,0.0005915548109238552,7.280367235345626e-05
0.061799999999999994,0.00059162102582625,7.278711954677353e-05
0.062,0.000592316700733771,7.27965546018137e-05
0.062200000000000005,0.0005924236422664105,7.259573921048168e-05
0.0624,0.0005921657659426896,7.257249925077762e-05
0.0626,0.0005916074446568843,7.258423359291595e-05
0.0628,0.000591005757119079,7.263447224481454e-05
0.063,0.0005909703470707893,7.25759225206307e-05
0.0632,0.0005913129332021946,7.253171923746914e-05
0.0634,0.0005919545511440605,7.253248524061203e-05
0.0636,0.0005919983126707499,7.23865580103605e-05
0.0638,0.000591370179726213,7.273965186235338e-05
0.064,0.000591511654524863,7.282325769094415e-05
0.06420000000000001,0.0005911686932274684,7.280388335891935e-05
0.0644,0.0005905049377289133,7.280859540159987e-05
0.06459999999999999,0.0005906240194933737,7.273888949811341e-05
0.0648,0.0005911096895641999,7.300469245580073e-05
0.065,0.0005904035330413055,7.335801229355704e-05
0.06520000000000001,0.0005901904733420027,7.34033200328891e-05
0.0654,0.0005903233758177814,7.340318218753721e-05
0.06559999999999999,0.000589833287074758,7.392738102751288e-05
0.0658,0.000589506932865555,7.414324170897685e-05
0.066,0.0005899297983896501,7.390776814794066e-05
0.06620000000000001,0.0005899113985918762,7.401892749630313e-05
0.0664,0.0005891925725416342,7.387359095960642e-05
0.06659999999999999,0.00058969114254955,7.350927138690015e-05
0.0668,0.0005906004670502921,7.360361643767404e-05
0.067,0.0005905389868130395,7.394014509930794e-05
0.06720000000000001,0.0005904553130113054,7.37316176052635e-05
0.0674,0.0005908720338438711,7.359222118746462e-05
0.0676,0.000590566546165871,7.366374377629946e-05
0.0678,0.0005900598463204631,7.355901774674176e-05
0.068,0.0005905849859814315,7.325806654054998e-05
0.0682,0.000590842012760121,7.336650599338467e-05
0.0684,0.0005908894895875211,7.409795443561593e-05
0.06860000000000001,0.0005907763639047579,7.474644592356956e-05
0.0688,0.0005910901329735527,7.479442240192271e-05
0.069,0.0005912483020486448,7.476590833856464e-05
0.0692,0.0005911209098246973,7.486089818097004e-05
0.0694,0.0005915310421818396,7.459722256337028e-05
0.06960000000000001,0.0005917674453921657,7.461975137069289e-05
0.0698,0.0005913688112841579,7.543461470430129e-05
0.07,0.0005916343291677001,7.564847947934325e-05
0.0702,0.0005920547857624132,7.564473202142722e-05
0.0704,0.0005916549676950525,7.571459413163054e-05
0.07060000000000001,0.0005914750125150631,7.567991616119315e-05
0.0708,0.0005920163454275632,7.510606019819735e-05
0.071,0.000591723877876313,7.556835193023333e-05
0.0712,0.00059115257631625,7.619091331003012e-05
0.0714,0.0005914165324629683,7.640926601570182e-05
0.07160000000000001,0.0005914841990107998,7.627853895100466e-05
0.0718,0.0005913517524997475,7.625472948226072e-05
0.072,0.0005916045669014604,7.605829996768612e-05
0.0722,0.000592249283136271,7.642697514626168e-05
0.0724,0.000592004983562321,7.705856476396025e-05
0.07260000000000001,0.0005915624161775578,7.70564550331078e-05
0.0728,0.0005922225232613896,7.718245700172774e-05
0.073,0.0005925468438896448,7.771810171875257e-05
0.0732,0.0005924362325828632,7.766993665717195e-05
0.0734,0.0005922794709169317,7.800888802365547e-05
0.07360000000000001,0.0005919964080193737,7.893001550287805e-05
0.07379999999999999,0.0005915954599912895,7.940472773798285e-05
0.074,0.0005917591273050316,7.9445775094868e-05
0.0742,0.0005922075397458526,7.965206992161937e-05
0.07440000000000001,0.000592236098886105,7.972345433097671e-05
0.07460000000000001,0.0005918220016479766,7.959067940542145e-05
0.07479999999999999,0.0005915855486085817,8.00467289260992e-05
0.075,0.0005912757047615421,8.1250605488711e-05
0.0752,0.0005914050730854106,8.158260160551109e-05
0.07540000000000001,0.0005916434898763157,8.127528847173922e-05
0.07560000000000001,0.0005918939226538473,8.141392827109728e-05
0.07579999999999999,0.0005920863870005054,8.141839318501924e-05
0.076,0.0005916501252238369,8.163445106291527e-05
0.0762,0.0005913932688304551,8.191471272969394e-05
0.07640000000000001,0.0005913401413276975,8.214953680253573e-05
0.07660000000000002,0.0005909809176785186,8.289069720901044e-05
0.0768,0.0005907185375899105,8.269938906434777e-05
0.077,0.0005901575875324552,8.275864161974191e-05
0.0772,0.0005897911861948448,8.341105447772058e-05
0.07740000000000001,0.0005892199704639422,8.342122488460027e-05
0.0776,0.0005894637490131235,8.387792081614023e-05
0.0778,0.0005895781005381106,8.475519194818701e-05
0.078,0.0005895792995248714,8.507509415108728e-05
0.0782,0.0005896826228788263,8.522190729497318e-05
0.07840000000000001,0.0005897828823828158,8.543171491516456e-05
0.0786,0.0005901275091906211,8.60516411820314e-05
0.0788,0.0005897295499148053,8.689511897566947e-05
0.079,0.0005896304346265366,8.783749583193499e-05
0.0792,0.000589830532044871,8.793933473495968e-05
0.07940000000000001,0.0005898449606014262,8.816862048161837e-05
0.0796,0.0005899174947130842,8.825934240501425e-05
0.0798,0.0005896562812450473,8.817115108714875e-05
0.08,0.0005893730813347316,8.83679864821207e-05
0.08020000000000001,0.0005887728867540474,8.901012111913203e-05
0.0804,0.0005883427833027369,8.93040068714134e-05
0.0806,0.0005882303074176712,8.918491663934192e-05
0.0808,0.0005878281593924423,8.931960304440666e-05
0.081,0.0005875924107319027,8.995062854248883e-05
0.08120000000000001,0.0005874413690340552,8.994600212640528e-05
0.0814,0.000586694083349521,8.967941700791665e-05
0.0816,0.0005860701153049052,8.989506675862542e-05
0.0818,0.0005859332997853764,9.040622046648468e-05
0.082,0.0005854282175322025,9.034865358339174e-05
0.08220000000000001,0.0005848737795970657,9.062862373649827e-05
0.0824,0.0005853090990386448,9.097655091670262e-05
0.0826,0.0005851553910844867,9.121094119916848e-05
0.0828,0.0005849165804210632,9.107489108463654e-05
0.083,0.000584813634224092,9.118579243620372e-05
0.0832,0.0005846008598423002,9.131540565368027e-05
0.0834,0.0005841616806147394,9.101148734268997e-05
0.08360000000000001,0.0005841105674318737,9.125253602644891e-05
0.0838,0.0005845192865776737,9.202185478992556e-05
0.084,0.0005846613480220685,9.189420017948369e-05
0.0842,0.0005845635297678632,9.207807452630847e-05
0.0844,0.0005843259173627765,9.271522676422298e-05
0.08460000000000001,0.0005841914516096211,9.290857625897817e-05
0.0848,0.0005839211044428789,9.319993903423644e-05
0.085,0.0005840984125973367,9.401746351965573e-05
0.0852,0.0005841536643623314,9.405024620419327e-05
0.0854,0.0005845206820301237,9.37520198898773e-05
0.08560000000000001,0.0005848084623186869,9.389567566996562e-05
0.0858,0.0005845608230554841,9.438865670148168e-05
0.086,0.000584531249247629,9.463195396335671e-05
0.0862,0.0005848423083763789,9.471639580744265e-05
0.0864,0.0005850420907763027,9.501922713188668e-05
0.08660000000000001,0.000585258506840416,9.493134824030784e-05
0.0868,0.0005848992450333842,9.484784478678822e-05
0.087,0.0005845251994492554,9.487884794109299e-05
0.0872,0.0005840707276744973,9.477412131379293e-05
0.0874,0.0005835455411249052,9.52837619049248e-05
0.08760000000000001,0.0005834220389414421,9.545387133665515e-05
0.0878,0.0005836312790356158,9.525537089547901e-05
0.088,0.0005839247202171369,9.507851973941494e-05
0.0882,0.0005835209605541421,9.501988282499414e-05
0.0884,0.000582948490727916,9.512033127879049e-05
0.08860000000000001,0.0005825406016593789,9.527182081650582e-05
0.0888,0.0005823224710688079,9.57454707885586e-05
0.089,0.0005822566007261631,9.551273980748788e-05
0.0892,0.0005821238471299789,9.520936090751312e-05
0.08940000000000001,0.0005821274021769842,9.516321824136808e-05
0.08960000000000001,0.0005818877125374446,9.495839558844208e-05
0.08979999999999999,0.0005816112162772526,9.529516264285981e-05
0.09,0.0005815395879053976,9.590331316892901e-05
0.0902,0.0005817279691096078,9.604616260095995e-05
0.09040000000000001,0.0005817172502982551,9.614082559512785e-05
0.0906,0.0005814420615647185,9.594217677741588e-05
0.09079999999999999,0.0005813490724589183,9.60131603027212e-05
0.091,0.0005814515635108658,9.619020545912356e-05
0.0912,0.0005814061027389711,9.691608131127686e-05
0.09140000000000001,0.0005815253098082975,9.775735397143762e-05
0.0916,0.0005818622674312551,9.785345346622383e-05
0.09179999999999999,0.0005814444721047078,9.749151618996692e-05
0.092,0.0005812975851828738,9.781115159910746e-05
0.0922,0.0005812143036379789,9.813575563227712e-05
0.09240000000000001,0.0005812535256138841,9.811129065718744e-05
0.09259999999999999,0.0005814998275431973,9.866105588103238e-05
0.0928,0.0005818599146642105,9.882175901248215e-05
0.093,0.0005814149484475369,9.876136169211183e-05
0.0932,0.0005813471864147711,9.931066757466094e-05
0.09340000000000001,0.0005813910529722999,9.980068890549854e-05
0.09359999999999999,0.0005812498937972605,0.00010014692272001513
0.0938,0.0005813691712619814,0.00010043936937710421
0.094,0.0005818561012453606,0.0001009858569088304
0.0942,0.0005818605039234026,0.00010170461184687518
0.09440000000000001,0.0005824371928654449,0.00010173374066510554
0.09459999999999999,0.0005827634886230763,0.00010118371723936341
0.0948,0.0005827225594386001,0.0001009967261117296
0.095,0.0005828133374254446,0.00010106476879531671
0.0952,0.0005832970191662446,0.00010081248426448025
0.09540000000000001,0.000583970937938208,0.00010114442341473453
0.09559999999999999,0.0005841696158140051,0.00010153888098946594
0.0958,0.0005844543999725655,0.00010113510365809338
0.096,0.0005842817509246186,0.00010084988711689422
0.09620000000000001,0.000584591002547521,0.00010095093793148011
0.0964,0.0005851740605622737,0.00010096340637110688
0.09659999999999999,0.0005854236547920342,0.00010103407150854635
0.0968,0.0005855215811142791,0.00010188605281927068
0.097,0.0005857946772328028,0.00010162377952896206
0.09720000000000001,0.0005858513219531133,0.00010126078982520055
0.0974,0.0005855865043821368,0.000101459877852673
0.09759999999999999,0.0005856501863602236,0.00010161618888647888
0.0978,0.0005855575993775815,0.0001013616405331329
0.098,0.0005856574844228394,0.00010133560919740207
0.09820000000000001,0.0005861637126063132,0.00010161784459994706
0.0984,0.0005863517253115289,0.00010164357094159801
0.0986,0.0005864379694898369,0.0001016657930928114
0.0988,0.0005863726206104263,0.00010234721650007084
0.099,0.0005863350045225474,0.00010229267467184544
0.0992,0.0005865123894117316,0.00010245006880239273
0.0994,0.0005860428013737027,0.00010269987458809059
0.0996,0.0005860510477154157,0.0001028771578666091
0.0998,0.0005864126051778867,0.00010251627020969932
0.1,0.0005865487442414186,0.00010281046003326975
0.1002,0.0005864333904217552,0.0001035182335431206
0.1004,0.0005867706436513421,0.00010341806109967558
0.1006,0.0005866483369304472,0.00010308005047746446
0.1008,0.0005864555969319291,0.0001032497916029763
0.101,0.0005865441395008474,0.00010315403218443285
0.1012,0.0005863820539950607,0.00010309382484927673
0.1014,0.0005866403722581949,0.0001033529707166596
0.1016,0.0005868545223018315,0.00010338793069125027
0.1018,0.0005865468430569607,0.00010324009540135828
0.102,0.0005866055593874789,0.00010325262765364346
0.1022,0.0005865416941197395,0.00010290054665875026
0.1024,0.0005861576605903447,0.00010304129604923927
0.1026,0.000586043818049258,0.00010341265713947512
0.1028,0.0005859962291166317,0.0001036767791680211
0.103,0.0005858421403905315,0.00010325700895414251
0.1032,0.0005860076567805685,0.00010308258326804118
0.1034,0.0005861751653650554,0.00010362948650263136
0.1036,0.000586142232288016,0.00010386208998824121
0.1038,0.0005858458491788159,0.00010422103638236694
0.104,0.0005856751389124237,0.00010476301232840261
0.1042,0.0005860823482638473,0.0001043585248352462
0.1044,0.0005857357787309815,0.00010422370260998734
0.1046,0.000585710065261892,0.00010466486577235702
