time(ns),mean_visc,std_visc
0.0,0.00014910819709437656,0.00010144733747709215
0.0002,0.0003143546390893745,0.000267424162296224
0.0004,0.0002638622626849593,0.00018998188099860253
0.0006,0.0002566668957400537,0.00018830849298156165
0.0008,0.0003537002263968789,0.00030719100395286
0.001,0.0003256467270152159,0.0002827341582260109
0.0012,0.00034003371583956135,0.00029667944799760174
0.0014,0.0004119543697203141,0.00032463438824589715
0.0016,0.00041832609866444365,0.0003239817927452091
0.0018,0.0004485606017675662,0.0003452420032950451
0.002,0.00047959860010611505,0.0003301929671705569
0.0022,0.00048263349303852494,0.00032895445025902604
0.0024,0.0005131873719932255,0.00036171534615922127
0.0026,0.000565363892332335,0.0003640288281006719
0.0028000000000000004,0.0005943541771068942,0.0003898573279154552
0.003,0.000582661471881569,0.00039687588148434004
0.0032,0.0005732140631973971,0.00041247120549982595
0.0034,0.0005636498638081108,0.00044802388156358827
0.0036,0.0005547398247637296,0.00048059548514167857
0.0038,0.0005635059719911759,0.0005194518694023366
0.004,0.0005953672511104208,0.0005525743932454361
0.004200000000000001,0.0006031825602277009,0.0006179135569228292
0.0044,0.0005929505769481153,0.0005892969010565613
0.004600000000000001,0.0005820198648968328,0.0005614395630670971
0.0048,0.0005668327822965733,0.0005223465905933752
0.005,0.0005686755227187827,0.0005291018560536761
0.0052,0.0005655221688096142,0.0005241667542159947
0.0054,0.0005497930423903743,0.0005175904368842335
0.005600000000000001,0.0005516588666972453,0.0005012918638300581
0.0058,0.0005585165851004682,0.0004908124327377986
0.006,0.0005587794832953801,0.00047065203461844223
0.0062,0.0005512418622800125,0.0004967482738775898
0.0064,0.0005292420204921079,0.000468879654282147
0.006600000000000001,0.0005161698146341351,0.0004481438271792031
0.0068,0.0005192024260993187,0.0004467870629308274
0.007,0.0005266981092989876,0.00042929237077107666
0.0072,0.000512909480248357,0.0004207658309159695
0.0074,0.0005040393822573759,0.0004046182910431627
0.0076,0.0005077400593571207,0.00039661377690702437
0.0078,0.00050732201863465,0.00039447504337263164
0.008,0.00050554427305435,0.00038430764403299714
0.008199999999999999,0.0004976083199386799,0.0004119448624847163
0.008400000000000001,0.0005097267991252799,0.00042352163611390406
0.0086,0.0005144662072543849,0.00042937602399802604
0.0088,0.0005124124424706848,0.00044171131952794855
0.009,0.0004979422275092351,0.0004327030524437306
0.0092,0.0004957984802372601,0.0004229673733011942
0.0094,0.0004951112492361301,0.00041473525057990416
0.0096,0.00049805627006297,0.00041160237887979896
0.009800000000000001,0.0005057341332830351,0.00042479077486782786
0.01,0.000500094876476725,0.0004114014686622701
0.010199999999999999,0.00050366885482504,0.00041643167348920916
0.0104,0.00051206925864147,0.0004248249825019228
0.0106,0.0005113330655936621,0.00043822115885803293
0.0108,0.0005120902052167902,0.0004365089618871529
0.011,0.0005019399973028901,0.0004229576116227816
0.0112,0.000495907982576165,0.00041954027567098835
0.0114,0.00048767394760765,0.0004050932256623919
0.0116,0.0004943476085173399,0.0004117678643140507
0.011800000000000001,0.000492384366612625,0.00043108591064620666
0.012,0.0004907977400871649,0.0004243852653942077
0.012199999999999999,0.0004970378864419401,0.0004206550784163703
0.0124,0.00049448091569684,0.0004152526248127117
0.0126,0.0004990007074555885,0.0004160250384858229
0.0128,0.000505831635357,0.00041115656144559773
0.013,0.0005221453021231402,0.00041741601194778146
0.0132,0.000519416012589965,0.0004103831236278122
