time(ps),viscosity(Pa.s)
0.0,9.551236602266488e-05
0.2,0.0001812506856708077
0.4,0.0001208438943689977
0.6,0.00023387059383846116
0.8,0.0005388165809644193
1.0,0.00023693794823078268
1.2,0.00025784664983060285
1.4000000000000001,0.0004200291319523361
1.6,0.0003023895023161751
1.8,0.0004104807724506195
2.0,0.000447150585478771
2.2,0.00039866034229932095
2.4,0.0004068938197232521
2.6,0.0003911283217708031
2.8000000000000003,0.00046342534628497845
3.0,0.0005639384645975317
3.2,0.0005391040424468677
3.4,0.00047671002643567
3.6,0.00029979045343568014
3.8000000000000003,0.0003522109227195363
4.0,0.00024597442203929553
4.2,0.00026607105631806896
4.4,0.0002790986467155135
4.6000000000000005,0.00024435527543172043
4.8,0.0003188489159895481
5.0,0.00030844761329040945
5.2,0.0004113465803930692
5.4,0.0003914594699575906
5.6000000000000005,0.00044667886988626664
5.8,0.0005369934265155806
6.0,0.0005970415391189037
6.2,0.0005893782915240753
6.4,0.0005544446443302684
6.6000000000000005,0.0005277890674335081
6.8,0.000489758964133574
7.0,0.0006250208075060337
7.2,0.0007140749962320934
7.4,0.0007393323339085459
7.6000000000000005,0.0007829234925801329
7.8,0.0007467107310303237
8.0,0.0007770337004310467
8.2,0.0007345754042175892
8.4,0.000770543171934271
8.6,0.0007963380848147277
8.8,0.000726000882466488
9.0,0.0007462785070562669
9.200000000000001,0.0007684353229689738
9.4,0.0007687776973766611
9.6,0.0007407673827772016
9.8,0.0007950320411665861
10.0,0.0008310143118352597
10.200000000000001,0.0008045872097874841
10.4,0.0008363245990444225
10.6,0.0008578997979091043
10.8,0.0007808671085329022
11.0,0.0008280684664337399
11.200000000000001,0.0008506593097011564
11.4,0.00079516175166797
11.6,0.0008703147648714633
11.8,0.0008921422817229481
12.0,0.0007940933808088443
12.200000000000001,0.0008057849485872471
12.4,0.000821590936820342
12.6,0.000883640256323562
12.8,0.0010155856362640062
13.0,0.001039441820707285
13.200000000000001,0.0010422824205057835
13.4,0.0009867492113391466
13.6,0.0009979092205048262
13.8,0.001023306580549347
14.0,0.000992076263293509
14.200000000000001,0.000938697921112331
14.4,0.000913413492723016
14.6,0.0008592893949021792
14.8,0.0008241503868935411
15.0,0.0008665971893651835
15.200000000000001,0.0008646238930303583
15.4,0.0008765253831300929
15.6,0.0008681849367073422
15.8,0.0008768801741575563
16.0,0.0008423920445594822
16.2,0.0008039338278060959
16.4,0.0007465693719018751
16.6,0.0006965442628992143
16.8,0.0007279567287733917
17.0,0.0006629102438203989
17.2,0.0006455078222380305
17.400000000000002,0.0006054470599956886
17.6,0.0005829691471170211
17.8,0.000541058699624556
18.0,0.0005128845522118615
18.2,0.00045884344398467705
18.400000000000002,0.00048410944079168027
18.6,0.0004989591020868688
18.8,0.0005216622725190742
19.0,0.0005284105517303767
19.2,0.0005728199822637765
19.400000000000002,0.0005771712047236172
19.6,0.0005720198005043156
19.8,0.0005810852185088611
20.0,0.0006230140089881524
20.2,0.0006473978480112455
20.400000000000002,0.0006486759635945109
20.6,0.000619611148703701
20.8,0.000615171422153431
21.0,0.0006194296202823432
21.2,0.0006097018154158809
21.400000000000002,0.0006214014167042442
21.6,0.0006469349186245973
21.8,0.0006563057638191194
22.0,0.0006587680718891132
22.2,0.0006367000603746671
22.400000000000002,0.0006037273142923403
22.6,0.0005791131832152745
22.8,0.000555168271533916
23.0,0.0005228044566950128
23.2,0.0005317078149583423
23.400000000000002,0.0005326468669089783
23.6,0.00046824064289797637
23.8,0.0004282484456406634
24.0,0.00043126354617067003
24.2,0.00045232758307471463
24.400000000000002,0.00047547042921254623
24.6,0.0004789087101232711
24.8,0.0005204248447370348
25.0,0.0005272217744255311
25.2,0.0005429031250709714
25.400000000000002,0.0005146318497444553
25.6,0.0005157722478386054
25.8,0.000478347774352985
26.0,0.0004611283347086539
26.2,0.00046636505934535247
26.400000000000002,0.0004809392258357351
26.6,0.0004861180580683136
26.8,0.0005038074335061343
27.0,0.0005229617779409896
27.2,0.0005270088713875299
27.400000000000002,0.0005458304213726128
27.6,0.0005446710911032244
27.8,0.0005387685005018727
28.0,0.0005306933382368969
28.2,0.000546964927508984
28.400000000000002,0.0005466156772040187
28.6,0.0005530555641433993
28.8,0.000542221520155165
29.0,0.0005807430021439413
29.2,0.000589009601696576
29.400000000000002,0.0005874868412903829
29.6,0.0005836856968066491
29.8,0.0006021768324290094
30.0,0.0006485949645878244
30.2,0.0006450818628158871
30.400000000000002,0.0006121737830398212
30.6,0.0005994349357235024
30.8,0.0005722808523142196
31.0,0.0005495315201107777
31.2,0.0005550398766388419
31.400000000000002,0.0005514064351437605
31.6,0.0005442869839039696
31.8,0.00052891243595977
32.0,0.000523555272032277
32.2,0.0005303419634349431
32.4,0.0005246197496543727
32.6,0.0005440696896786812
32.8,0.000554513429542795
33.0,0.0005539631874683314
33.2,0.0005787873150988307
33.4,0.0005913991060134327
33.6,0.0005709709021784106
33.8,0.000554043410684651
34.0,0.0005714877718475262
34.2,0.0005813737987054287
34.4,0.0005587854103687459
34.6,0.0005605382890854024
34.800000000000004,0.0005512565062315866
35.0,0.0005703076302979457
35.2,0.0005536040979745762
35.4,0.0005379836390136734
35.6,0.0005417406389166295
35.800000000000004,0.00052480687491585
36.0,0.0004928308146425508
36.2,0.000488053534961349
36.4,0.00047681927899100886
36.6,0.0004685664676173331
36.800000000000004,0.00045757601887602315
37.0,0.0004695977828538702
37.2,0.00045607544248149335
37.4,0.0004490508831371036
37.6,0.000438583418241041
37.800000000000004,0.00043545814173995474
38.0,0.00042757143650555904
38.2,0.0004271374588200261
38.4,0.000438769353092268
38.6,0.00045090917692615557
38.800000000000004,0.00043656302302816385
39.0,0.0004176754293580828
39.2,0.00038614274326300867
39.4,0.00036731226590903487
39.6,0.00037029001629527227
39.800000000000004,0.00037336137200406173
40.0,0.000376065403666799
40.2,0.0003464162029170079
40.4,0.0003366714068923465
40.6,0.0003518384187425533
40.800000000000004,0.0003446126089605018
41.0,0.00036353432332872056
41.2,0.00034843886920472817
41.4,0.00034832852986738366
41.6,0.0003697884118418477
41.800000000000004,0.0003807452003062951
42.0,0.00038128030891401737
42.2,0.00037056456377050254
42.4,0.00038443297304264275
42.6,0.00039740812169109543
42.800000000000004,0.0003839006052120651
43.0,0.0003656689586173769
43.2,0.00037408916025482246
43.4,0.0003736256930931999
43.6,0.0003842207622180865
43.800000000000004,0.0004096852584101602
44.0,0.0004203160878146845
44.2,0.0004408187492534843
44.4,0.0004595155532761517
44.6,0.0004860311219701528
44.800000000000004,0.0005022758043370084
45.0,0.0005184427728557205
45.2,0.0005195296613767079
45.4,0.0005152123519736374
